lane,band_number,position_y,intensity,area,normalized_area
2,1,111,237.36958900836748,3671.792987543642,0.09490999710677975
2,2,156,248.9657746585842,3967.737772273981,0.10255969815414556
2,3,191,237.8510067298319,3693.2253440448703,0.09546398936626273
2,4,237,246.4855116690536,3921.4490810364096,0.10136320925448851
2,5,267,240.26495365223937,3759.8790852639713,0.09718688235280142
2,6,340,250.04397355129868,3992.2506998639533,0.10319331826686312
2,7,387,238.4024583202612,3710.7000150194613,0.09591568176212131
2,8,500,250.72247420443358,4007.763508481436,0.10359429964734891
2,9,602,250.81459129810997,4006.745328486734,0.10356798131712736
2,10,631,249.3873286889139,3955.56079787761,0.10224494277206121
3,1,91,238.53976257786726,3584.679383781313,0.05953190627183751
3,2,122,241.73477270201735,3728.8151913091374,0.06192561529445886
3,3,139,246.0309609773325,3823.0838028774774,0.0634911639941986
3,4,156,242.90674505154732,3765.446204296661,0.06253395813306313
3,5,186,244.06643096262087,3790.490936991065,0.0629498839439215
3,6,217,242.29255075510366,3819.517790454767,0.06343194209606358
3,7,239,236.916979418525,3596.223147123486,0.05972361720710827
3,8,267,235.60130685703535,3590.7187147595114,0.05963220335485292
3,9,290,238.4861620049916,3585.848020590144,0.0595513141935847
3,10,307,243.81646892513652,3806.0955518912615,0.06320903472762887
3,11,323,246.4910928589566,3890.0363978699893,0.06460306695204306
3,12,339,248.30084116351364,3918.4678525677705,0.06507523712823741
3,13,364,243.66192915344203,3777.6262817490856,0.06273623653836825
3,14,390,246.23535223881157,3876.4673819046193,0.06437772200479164
3,15,413,242.20332357859604,3806.6223553990294,0.0632177835203912
3,16,428,245.5455131725039,3854.28394498692,0.06400931463945046
4,1,92,233.84481130389273,3591.6495655446824,0.08673794837124356
4,2,123,243.03315603903388,3817.6105062733877,0.09219488063959858
4,3,141,245.6764737494106,3871.8069735122035,0.09350371945905375
4,4,159,244.0787779469785,3839.8723258900736,0.0927325011744876
4,5,188,244.0858735899827,3841.415352261519,0.09276976509439387
4,6,207,240.56771430081454,3789.3334356309215,0.09151199244332092
4,7,240,238.16406283213126,3716.1372319729853,0.08974431204522221
4,8,270,227.2397326994735,3470.3769758877615,0.08380922845340442
4,9,292,238.36005177806945,3678.389139421852,0.08883269969466802
4,10,342,248.39218389239116,3950.1426839887836,0.09539551839069921
4,11,366,244.05241137375188,3841.318835866914,0.09276743423390779
5,1,91,240.89979327741517,3654.868618892924,0.0685782190300049
5,2,122,244.69170875853345,3813.0402147109758,0.07154607573660832
5,3,139,247.6763314120036,3877.113008244908,0.0727483072056468
5,4,156,244.91256077330712,3829.611826180457,0.07185701758419201
5,5,171,244.21776088361764,3826.595480526293,0.07180042030683102
5,6,186,246.4163843766191,3854.4581077136736,0.07232322141112525
5,7,218,244.84530538703635,3870.3507463956375,0.07262142333577516
5,8,238,240.99796802498,3713.0099328129654,0.06966915503248933
5,9,266,235.13059870674306,3547.456228712709,0.06656278395191818
5,10,289,240.8969640338294,3663.963339170592,0.06874886804211834
5,11,337,248.8535684275247,3950.4068537521803,0.0741235581147401
5,12,362,246.39466579514593,3854.90506290134,0.07233160786600298
5,13,388,248.50096843501353,3935.5596949532,0.07384497307810528
5,14,425,247.49992294471195,3903.5505830836,0.07324436930444234
6,1,88,238.41457661644458,3701.5242201724927,0.10728605524677232
6,2,120,245.65614847655195,3876.5995804550275,0.1123604904411327
6,3,137,247.17714845053342,3909.3035549896986,0.11330839195683647
6,4,155,246.2945476896648,3887.5345916930146,0.11267743398925516
6,5,183,246.0430890819872,3892.9163084492884,0.11283341923395232
6,6,216,243.67182999050016,3871.38662651491,0.1122093966670138
6,7,264,229.48648590049058,3501.685939675841,0.10149388436620878
6,8,335,249.28060239941502,3967.6032180168795,0.11499816635688372
6,9,360,245.94928940735198,3892.8936240232024,0.11283276174194483
7,1,87,242.69046811027542,3728.8859923903724,0.08070224661156826
7,2,118,246.48012543978467,3877.189384518986,0.08391189607505943
7,3,135,248.9330688253142,3923.261264217866,0.08490900464982014
7,4,153,246.95605914719064,3891.83170535149,0.08422879184210673
7,5,181,247.89207012493253,3906.4376177172426,0.08454489964055735
7,6,215,247.51284692714214,3923.300484172811,0.084909853465923
7,7,233,244.1649667918512,3806.8931963213254,0.08239051399811796
7,8,262,236.2819238572292,3549.3783252291596,0.07681726003555742
7,9,286,243.82586403480067,3752.699547263776,0.0812176303969705
7,10,335,249.92091223991093,3972.203802113464,0.08596824131490106
7,11,359,248.14783712184786,3903.669288870876,0.08448498620857865
7,12,386,249.83019537129815,3969.728780009346,0.08591467576083928
8,1,104,239.60973588317745,3724.617633438972,0.09571998800693303
8,2,150,250.3312057976947,3997.505009308089,0.1027329968352561
8,3,184,239.03924650147746,3718.220478309864,0.09555558573198827
8,4,229,249.3042503419835,3980.9803823613224,0.10230832583575189
8,5,260,241.4378147411631,3789.746110830502,0.09739374292310439
8,6,336,250.88357651527832,4008.7340258723993,0.10302157446567263
8,7,381,240.06438928587733,3742.367230218768,0.0961761398480339
8,8,409,247.13571233394987,3915.445064586437,0.10062411541502995
8,9,512,251.47471494203228,4018.5294146596225,0.10327330889575707
8,10,592,251.28550311379624,4015.4520188674787,0.1031942220424726
