lane,band_number,position_y,intensity,area,normalized_area
6,6,217,243.888289588793,3863.67393914848,0.08446255053963239
6,7,236,240.97705511967996,3745.770956131245,0.08188511082326198
6,8,265,233.12979736534297,3528.807692325723,0.07714214572759549
6,9,288,242.17579440623618,3714.6754901145714,0.0812053427032416
6,10,336,249.22243673092265,3960.4948436946866,0.08657912162516485
6,11,361,246.07979471167653,3869.8020043772913,0.08459651422995683
6,12,387,247.96922637492122,3935.4651977622807,0.08603195647410634
7,1,88,242.7216759723638,3722.998560206557,0.07449497521639363
7,2,119,246.32332389595376,3870.1341862448553,0.07743907112132556
7,3,136,248.82031525674506,3917.7295252172507,0.07839142539700589
7,4,154,247.26727660920318,3886.6121203055395,0.07776878472975626
7,5,183,248.07517533012702,3902.560476306472,0.078087901797845
7,6,201,244.09543555459032,3838.580629846664,0.07680770332360555
7,7,216,247.46206731495474,3918.8516530351744,0.07841387850372458
7,8,234,243.96368974760466,3806.5988923148534,0.07616776787741047
7,9,263,235.9713722101822,3534.378029003468,0.07072079116285546
7,10,287,243.6899943283385,3746.112436212851,0.07495747005553967
7,11,335,249.84355086342754,3969.482810517605,0.07942697769268095
7,12,359,247.73514236877088,3899.829706287208,0.07803326072248142
7,13,386,249.44239436890126,3962.6367642136215,0.07928999239937554
8,1,86,240.9394079149337,3748.4027278215144,0.10810119707979181
8,2,134,248.41026614053408,3931.303315813149,0.11337591645872694
8,3,152,247.13930694527588,3910.299957560418,0.11277019494621074
8,4,213,245.620067008828,3901.765546234162,0.11252406875654279
8,5,261,232.75111800198704,3560.2666267292434,0.10267548932671398
8,6,285,243.49204327796764,3774.905340160274,0.10886551306385006
8,7,334,249.7732168535471,3975.225244078122,0.11464259279215705
8,8,359,247.75539627786972,3914.262982595492,0.11288448569388544
8,9,386,248.59363746954017,3958.510156780859,0.11416054188212114
9,1,104,243.02458043575035,3766.4203892372034,0.08754813802893066
9,2,149,251.0988313903749,4014.038895302622,0.09330387873421166
9,3,185,241.15101577855512,3736.9695754113245,0.08686357187660729
9,4,223,250.81018661975259,4010.0022203961216,0.09321004869524359
9,5,261,245.2630127523828,3863.1342804241663,0.08979619326969628
9,6,340,251.45670087988802,4020.622337807177,0.09345690682813906
9,7,381,240.01050888548733,3731.6062578884266,0.0867389048415282
9,8,410,247.66394763467474,3930.5944736527217,0.09136426419590217
9,9,430,247.0905928289147,3908.849267597302,0.0908588101826838
9,10,511,251.6576805235709,4022.8459257102995,0.0935085927687787
9,11,592,251.2472631737624,4016.0527940321754,0.09335069057827852
