lane,band_number,position_y,intensity,area,molecular_weight_kDa,normalized_area
2,1,88,239.93981112824173,3743.2019526754875,250.0,0.0698531406806829
2,2,111,230.30841674609982,3579.6805308666726,250.0,0.06680161286403595
2,3,138,248.2018107208707,3888.925912427257,250.0,0.0725725441191778
2,4,155,247.71582055828276,3909.8990579639594,250.0,0.07296393098641443
2,5,189,234.7606932251937,3656.373577580582,250.0,0.06823280739990858
2,6,222,245.72472329839064,3899.31506206321,250.0,0.07276641950721402
2,7,237,244.74611479192959,3838.436105390034,250.0,0.07163033698248007
2,8,266,240.62891750759152,3721.9682094446016,250.0,0.06945689071291816
2,9,290,244.40716452007084,3820.4775842017734,250.0,0.07129520702613777
2,10,339,249.6643186907213,3970.458197372922,250.0,0.07409404529446338
2,11,361,243.7516576489958,3825.275568317258,250.0,0.07138474380872122
2,12,387,239.56583485067898,3721.219406714851,250.0,0.06944291705531576
2,13,498,250.7880122614327,4006.260525632758,250.0,0.07476216448873843
2,14,603,250.89522561901526,4005.2463743792155,250.0,0.07474323907379132
3,1,91,233.5828238326503,3565.4962763877447,250.0,0.07950651299636341
3,2,122,241.10011083686965,3756.1126175367044,250.0,0.08375704067332203
3,3,140,244.77759221134608,3835.2523841255916,250.0,0.08552176748638805
3,4,157,242.58691479456405,3795.1689961248403,250.0,0.08462795350875892
3,5,187,242.52724136164971,3795.4061341501347,250.0,0.08463324141709719
3,6,218,238.86346698730915,3784.9617485272624,250.0,0.0844003434929672
3,7,240,235.46911272604694,3624.240933490365,250.0,0.08081645205711269
3,8,268,227.37334274948336,3496.7254260337368,250.0,0.07797300122588378
3,9,291,236.80602224594563,3616.8290588495356,250.0,0.08065117567991911
3,10,340,247.54957363903537,3923.0869629872914,250.0,0.08748037872714157
3,11,365,242.24338041968699,3793.487089346163,250.0,0.08459044889992139
3,12,391,243.93524318789122,3858.56820739077,250.0,0.08604168383512475
4,1,92,238.0034889999672,3622.2865848916053,250.0,0.07957846188491344
4,2,123,244.22537344027364,3820.3438945590106,250.0,0.08392960741109431
4,3,140,247.12426026021973,3880.1953732669213,250.0,0.08524449194755782
4,4,158,244.86929749161072,3840.249697503277,250.0,0.08436692045736072
4,5,187,245.31851449746893,3848.967507017573,250.0,0.08455844309255114
4,6,219,243.2990652463503,3853.1561295478177,250.0,0.08465046345884784
4,7,240,240.6485814564889,3725.1436003697945,250.0,0.08183814037638541
4,8,269,232.4668369812469,3524.824941997478,250.0,0.07743731500088702
4,9,291,239.7697075301645,3675.573501837651,250.0,0.08074912875231215
4,10,340,248.76205543206663,3954.1421704566405,250.0,0.08686903827865647
4,11,365,245.29777766379158,3855.8465498945543,250.0,0.08470956963612
4,12,390,247.12626772763372,3917.6992705012053,250.0,0.08606841970331365
5,1,89,240.78408363023635,3684.123920074345,250.0,0.07408470663028292
5,2,121,245.3212482743749,3842.0226321134633,250.0,0.07725992006297375
5,3,138,247.70182059762766,3891.209925359337,250.0,0.07824903613754507
5,4,155,245.82548168255056,3853.84485211593,250.0,0.07749765519881677
5,5,184,246.8817939638505,3882.2909817312266,250.0,0.0780696835054199
5,6,217,245.33678323972038,3883.491735961879,250.0,0.078093829686939
5,7,236,241.7251800539771,3748.9714498745125,250.0,0.07538873720177548
5,8,265,234.7153162025689,3527.2110895628707,250.0,0.07092931846550717
5,9,288,242.56203824947477,3721.191741280246,250.0,0.07483011007464034
5,10,336,249.5188720859149,3963.376781077519,250.0,0.07970025234261875
5,11,360,246.32091360740105,3872.206792284469,250.0,0.07786689873678157
5,12,387,248.5274094032076,3944.471918934685,250.0,0.07932009108959838
5,13,424,247.83782628488117,3914.1210911576563,250.0,0.07870976086710085
6,1,87,240.4258563200156,3724.4706848643946,250.0,0.09703217360455524
6,2,119,245.99043037209907,3883.854733713138,250.0,0.10118454370120732
6,3,136,247.93542780379275,3918.7291589835354,250.0,0.10209311342118069
6,4,153,246.61186231747112,3896.005748277369,250.0,0.10150110931668105
6,5,182,246.9254567840606,3901.1443337961928,250.0,0.10163498286928292
6,6,215,245.25336216889286,3894.5924703536352,250.0,0.10146428974137749
6,7,263,231.3121812576859,3518.67999767679,250.0,0.0916707895650631
6,8,287,242.89840513135385,3774.944511381095,250.0,0.09834714840539274
6,9,335,249.36374972280314,3968.3252892615515,250.0,0.10338522194624103
6,10,359,247.2222264698493,3903.126652048196,250.0,0.10168662742901849
7,1,104,236.8876481607249,3682.4806329327457,250.0,0.11942723590114024
7,2,151,249.72820820286327,3971.2941230924403,250.0,0.12879380161020787
7,3,184,239.000946631182,3723.2282826264864,250.0,0.1207487307459117
7,4,217,248.68490754712076,3960.306108098064,250.0,0.12843744718784297
7,5,261,240.92882229492315,3717.381521674907,250.0,0.12055911331977315
7,6,335,250.77312423776758,4000.455508913564,250.0,0.12973954010846844
7,7,381,241.179698088586,3765.2720076465143,250.0,0.12211225885824578
7,8,513,251.26247501018145,4014.0946055569398,250.0,0.1301818722684097
